materialNo,title,category,status,orderable,attributes
10007110,Wechselvorrichtung PPGV 125 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=2-Hand-Bedienung / für Vertikalmaschinen; Baugröße=125; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppgv125; Gewicht=3,5 kg"
10007111,Wechselvorrichtung PPGV 140 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=2-Hand-Bedienung / für Vertikalmaschinen; Baugröße=140; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppgv140; Gewicht=3,5 kg"
10007112,Wechselvorrichtung PPGV 160 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=2-Hand-Bedienung / für Vertikalmaschinen; Baugröße=160; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppgv160; Gewicht=3,8 kg"
10007114,Wechselvorrichtung PPTOP 100 SE,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=standard; Baugröße=100; Passend für=SE; min. Betätigungsdruck=6 bar; Typ=pptop100; Gewicht=2,8 kg"
10007646,"Innenzange RS 14 Standard 10,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=10 mm
10007648,"Innenzange RS 14 Standard 11,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=11 mm
10007650,"Innenzange RS 14 Standard 12,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=12 mm
10007652,"Innenzange RS 14 Standard 4,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=4 mm
10007654,"Innenzange RS 14 Standard 5,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=5 mm
10007656,"Innenzange RS 14 Standard 6,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=6 mm
10007658,"Innenzange RS 14 Standard 7,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=7 mm
10007660,"Innenzange RS 14 Standard 8,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=8 mm
10007662,"Innenzange RS 14 Standard 9,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=9 mm
10007673,"Innenzange RS 16 Standard 10,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=10 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007675,"Innenzange RS 16 Standard 11,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=11 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007677,"Innenzange RS 16 Standard 12,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=12 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007679,"Innenzange RS 16 Standard 13,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=13 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007681,"Innenzange RS 16 Standard 14,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=14 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007683,"Innenzange RS 16 Standard 15,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=15 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007685,"Innenzange RS 16 Standard 16,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=16 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007687,"Innenzange RS 16 Standard 3,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=3 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007689,"Innenzange RS 16 Standard 4,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=4 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007691,"Innenzange RS 16 Standard 5,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=5 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007693,"Innenzange RS 16 Standard 6,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=6 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007695,"Innenzange RS 16 Standard 7,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=7 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007697,"Innenzange RS 16 Standard 8,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=8 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007699,"Innenzange RS 16 Standard 9,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=9 mm; Maschinenhersteller=Schütte; Maschinentyp=SG 18
AG 20 bis Ø20"
10007715,"Innenzange RS 20 Standard 10,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=10 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007717,"Innenzange RS 20 Standard 11,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=11 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007719,"Innenzange RS 20 Standard 12,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=12 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007721,"Innenzange RS 20 Standard 13,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=13 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007723,"Innenzange RS 20 Standard 14,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=14 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007725,"Innenzange RS 20 Standard 15,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=15 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007727,"Innenzange RS 20 Standard 16,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=16 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007729,"Innenzange RS 20 Standard 17,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=17 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007731,"Innenzange RS 20 Standard 18,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=18 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007732,"Innenzange RS 20 Standard 4,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=4 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007734,"Innenzange RS 20 Standard 5,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=5 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007736,"Innenzange RS 20 Standard 6,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=6 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007738,"Innenzange RS 20 Standard 7,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=7 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007740,"Innenzange RS 20 Standard 8,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=8 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007742,"Innenzange RS 20 Standard 9,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=9 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=GM 20
AS 16-20
GS 20
MS 16"
10007760,"Innenzange RS 24 Standard 10,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=10 mm; Maschinenhersteller=Gildemeister
10007762,"Innenzange RS 24 Standard 11,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=11 mm; Maschinenhersteller=Gildemeister
10007764,"Innenzange RS 24 Standard 12,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=12 mm; Maschinenhersteller=Gildemeister
10007766,"Innenzange RS 24 Standard 13,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=13 mm; Maschinenhersteller=Gildemeister
10007768,"Innenzange RS 24 Standard 14,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=14 mm; Maschinenhersteller=Gildemeister
10007770,"Innenzange RS 24 Standard 15,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=15 mm; Maschinenhersteller=Gildemeister
10007772,"Innenzange RS 24 Standard 16,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=16 mm; Maschinenhersteller=Gildemeister
10007774,"Innenzange RS 24 Standard 17,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=17 mm; Maschinenhersteller=Gildemeister
10007776,"Innenzange RS 24 Standard 18,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=18 mm; Maschinenhersteller=Gildemeister
10007778,"Innenzange RS 24 Standard 19,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=19 mm; Maschinenhersteller=Gildemeister
10007780,"Innenzange RS 24 Standard 20,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=20 mm; Maschinenhersteller=Gildemeister
10007782,"Innenzange RS 24 Standard 21,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=21 mm; Maschinenhersteller=Gildemeister
10007784,"Innenzange RS 24 Standard 22,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=22 mm; Maschinenhersteller=Gildemeister
10007785,"Innenzange RS 24 Standard 4,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=4 mm; Maschinenhersteller=Gildemeister
10007789,"Innenzange RS 24 Standard 6,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=6 mm; Maschinenhersteller=Gildemeister
10007791,"Innenzange RS 24 Standard 7,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=7 mm; Maschinenhersteller=Gildemeister
10007793,"Innenzange RS 24 Standard 8,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=8 mm; Maschinenhersteller=Gildemeister
10007795,"Innenzange RS 24 Standard 9,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=9 mm; Maschinenhersteller=Gildemeister
10007809,"Innenzange RS 25 Standard 10,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=10 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007811,"Innenzange RS 25 Standard 11,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=11 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007813,"Innenzange RS 25 Standard 12,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=12 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007815,"Innenzange RS 25 Standard 13,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=13 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007817,"Innenzange RS 25 Standard 14,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=14 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007819,"Innenzange RS 25 Standard 15,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=15 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007821,"Innenzange RS 25 Standard 16,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=16 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007823,"Innenzange RS 25 Standard 17,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=17 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007825,"Innenzange RS 25 Standard 18,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=18 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007827,"Innenzange RS 25 Standard 19,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=19 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007829,"Innenzange RS 25 Standard 20,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=20 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007831,"Innenzange RS 25 Standard 21,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=21 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007833,"Innenzange RS 25 Standard 22,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=22 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007835,"Innenzange RS 25 Standard 23,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=23 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007837,"Innenzange RS 25 Standard 24,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=24 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007839,"Innenzange RS 25 Standard 25,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=25 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007840,"Innenzange RS 25 Standard 4,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=4 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007841,"Innenzange RS 25 Standard 5,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007842,"Innenzange RS 25 Standard 6,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=6 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007844,"Innenzange RS 25 Standard 7,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=7 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007846,"Innenzange RS 25 Standard 8,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=8 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007848,"Innenzange RS 25 Standard 9,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,Spann-⌀=9 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 25
10007867,"Innenzange RS 32 Standard 10,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=10 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007869,"Innenzange RS 32 Standard 11,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=11 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007871,"Innenzange RS 32 Standard 12,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=12 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007873,"Innenzange RS 32 Standard 13,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=13 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007875,"Innenzange RS 32 Standard 14,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=14 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007877,"Innenzange RS 32 Standard 15,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=15 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007879,"Innenzange RS 32 Standard 16,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=16 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007881,"Innenzange RS 32 Standard 17,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=17 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007883,"Innenzange RS 32 Standard 18,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=18 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007885,"Innenzange RS 32 Standard 19,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=19 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007887,"Innenzange RS 32 Standard 20,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=20 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007889,"Innenzange RS 32 Standard 21,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=21 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007891,"Innenzange RS 32 Standard 22,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=22 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007893,"Innenzange RS 32 Standard 23,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=23 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007895,"Innenzange RS 32 Standard 24,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=24 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007897,"Innenzange RS 32 Standard 25,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=25 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007898,"Innenzange RS 32 Standard 26,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=26 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007900,"Innenzange RS 32 Standard 27,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=27 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007902,"Innenzange RS 32 Standard 28,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=28 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007904,"Innenzange RS 32 Standard 29,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=29 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007906,"Innenzange RS 32 Standard 30,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=30 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007908,"Innenzange RS 32 Standard 31,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=31 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007910,"Innenzange RS 32 Standard 32,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=32 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007912,"Innenzange RS 32 Standard 5,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=5 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007914,"Innenzange RS 32 Standard 6,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=6 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007916,"Innenzange RS 32 Standard 7,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=7 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007920,"Innenzange RS 32 Standard 9,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=9 mm; Maschinenhersteller=Gildemeister
INDEX; Maschinentyp=AS 32
GS 32
GM 32
ABC 36
ABC 42"
10007951,"Innenzange RS 36 Standard 11,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=11 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007952,"Innenzange RS 36 Standard 12,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=12 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007953,"Innenzange RS 36 Standard 13,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=13 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007954,"Innenzange RS 36 Standard 14,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=14 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007955,"Innenzange RS 36 Standard 15,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=15 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007956,"Innenzange RS 36 Standard 16,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=16 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007957,"Innenzange RS 36 Standard 17,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=17 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007958,"Innenzange RS 36 Standard 18,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=18 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
10007959,"Innenzange RS 36 Standard 19,0 mm rd",Mehrspindler > RS-Innenzange,online = Verkaufsfreigabe,False,"Spann-⌀=19 mm; Maschinenhersteller=Schütte; Maschinentyp=S 36PC
A 36PC"
