materialNo,title,category,status,orderable,attributes
10009804,"Spannkopf SK 125 BZG 86,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=86 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009805,"Spannkopf SK 125 BZG 87,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=87 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009806,"Spannkopf SK 125 BZG 88,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=88 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009807,"Spannkopf SK 125 BZG 89,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=89 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009808,"Spannkopf SK 125 BZG 90,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=90 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009809,"Spannkopf SK 125 BZG 91,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=91 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009810,"Spannkopf SK 125 BZG 92,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=92 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009811,"Spannkopf SK 125 BZG 93,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=93 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009812,"Spannkopf SK 125 BZG 94,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=94 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009813,"Spannkopf SK 125 BZG 95,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=95 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009814,"Spannkopf SK 125 BZG 96,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=96 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009815,"Spannkopf SK 125 BZG 97,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=97 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009816,"Spannkopf SK 125 BZG 98,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=98 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009817,"Spannkopf SK 125 BZG 99,00 mm rd",Spannelemente > Spannköpfe > RD > Für Fertigteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=99 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=glatt; Baureihe=RD
10009818,"Spannkopf SK 125 BZ HSW 100,00 mm rd",Spannelemente > Spannköpfe > RD > Zum Selbstausdrehen,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=100 mm; Gesamtlänge=67 mm; Besonderheit=Stirnseite und Spannfläche 40 HRC; Profil=rund; Startbohrungs-Ø=100 mm; max. Betätigungskraft [Zug / Druck]=70 kN; Art der Riffelung=glatt; Baureihe=RD
10009819,"Spannkopf SK 125 BZ HSW 25,00 mm rd",Spannelemente > Spannköpfe > RD > Zum Selbstausdrehen,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=25 mm; Gesamtlänge=67 mm; Besonderheit=Stirnseite und Spannfläche 40 HRC; Profil=rund; Startbohrungs-Ø=25 mm; max. Betätigungskraft [Zug / Druck]=70 kN; Art der Riffelung=glatt; Baureihe=RD
10009821,"Spannkopf SK 125 BZ HSW 45,00 mm rd",Spannelemente > Spannköpfe > RD > Zum Selbstausdrehen,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=45 mm; Gesamtlänge=67 mm; Besonderheit=Stirnseite und Spannfläche 40 HRC; Profil=rund; Startbohrungs-Ø=45 mm; max. Betätigungskraft [Zug / Druck]=70 kN; Art der Riffelung=glatt; Baureihe=RD
10009822,"Spannkopf SK 125 BZ HSW 70,00 mm rd",Spannelemente > Spannköpfe > RD > Zum Selbstausdrehen,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=70 mm; Gesamtlänge=67 mm; Besonderheit=Stirnseite und Spannfläche 40 HRC; Profil=rund; Startbohrungs-Ø=70 mm; max. Betätigungskraft [Zug / Druck]=70 kN; Art der Riffelung=glatt; Baureihe=RD
10009823,"Spannkopf SK 125 BZ 100,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=100 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009824,"Spannkopf SK 125 BZ 101,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=101 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009825,"Spannkopf SK 125 BZ 102,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=102 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009826,"Spannkopf SK 125 BZ 103,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=103 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009827,"Spannkopf SK 125 BZ 104,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=104 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009828,"Spannkopf SK 125 BZ 105,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=105 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009829,"Spannkopf SK 125 BZ 106,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=106 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009830,"Spannkopf SK 125 BZ 107,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=107 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009831,"Spannkopf SK 125 BZ 108,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=108 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009832,"Spannkopf SK 125 BZ 109,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=109 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009833,"Spannkopf SK 125 BZ 110,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=110 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009834,"Spannkopf SK 125 BZ 111,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=111 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009835,"Spannkopf SK 125 BZ 112,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=112 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009836,"Spannkopf SK 125 BZ 113,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=113 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009837,"Spannkopf SK 125 BZ 114,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=114 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009838,"Spannkopf SK 125 BZ 115,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=115 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009839,"Spannkopf SK 125 BZ 116,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=116 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009840,"Spannkopf SK 125 BZ 117,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=117 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009841,"Spannkopf SK 125 BZ 118,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=118 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009842,"Spannkopf SK 125 BZ 119,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=119 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009843,"Spannkopf SK 125 BZ 120,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=120 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009844,"Spannkopf SK 125 BZ 121,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=121 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009845,"Spannkopf SK 125 BZ 122,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=122 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009846,"Spannkopf SK 125 BZ 123,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=123 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009847,"Spannkopf SK 125 BZ 124,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=124 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009848,"Spannkopf SK 125 BZ 125,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=125 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009849,"Spannkopf SK 125 BZ 25,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=25 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009850,"Spannkopf SK 125 BZ 26,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=26 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009851,"Spannkopf SK 125 BZ 27,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=27 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009852,"Spannkopf SK 125 BZ 28,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=28 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009853,"Spannkopf SK 125 BZ 29,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=29 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009854,"Spannkopf SK 125 BZ 30,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=30 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009855,"Spannkopf SK 125 BZ 31,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=31 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009856,"Spannkopf SK 125 BZ 32,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=32 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009857,"Spannkopf SK 125 BZ 33,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=33 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009858,"Spannkopf SK 125 BZ 34,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=34 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009859,"Spannkopf SK 125 BZ 35,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=35 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009860,"Spannkopf SK 125 BZ 36,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=36 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009861,"Spannkopf SK 125 BZ 37,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=37 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009862,"Spannkopf SK 125 BZ 38,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=38 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009863,"Spannkopf SK 125 BZ 39,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=39 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009864,"Spannkopf SK 125 BZ 40,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=40 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009865,"Spannkopf SK 125 BZ 41,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=41 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009866,"Spannkopf SK 125 BZ 42,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=42 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009867,"Spannkopf SK 125 BZ 43,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=43 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009868,"Spannkopf SK 125 BZ 44,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=44 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009869,"Spannkopf SK 125 BZ 45,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=45 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009870,"Spannkopf SK 125 BZ 46,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=46 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009871,"Spannkopf SK 125 BZ 47,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=47 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009872,"Spannkopf SK 125 BZ 48,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=48 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009873,"Spannkopf SK 125 BZ 49,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=49 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009874,"Spannkopf SK 125 BZ 50,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=50 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009875,"Spannkopf SK 125 BZ 51,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=51 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009876,"Spannkopf SK 125 BZ 52,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=52 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009877,"Spannkopf SK 125 BZ 53,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=53 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009878,"Spannkopf SK 125 BZ 54,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=54 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009879,"Spannkopf SK 125 BZ 55,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=55 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009880,"Spannkopf SK 125 BZ 56,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=56 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009881,"Spannkopf SK 125 BZ 57,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=57 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009882,"Spannkopf SK 125 BZ 58,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=58 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
10009883,"Spannkopf SK 125 BZ 59,00 mm rd",Spannelemente > Spannköpfe > RD > Für Rohteilspannung,online = Verkaufsfreigabe,False,Baugröße=125; Spann-⌀=59 mm; Gesamtlänge=67 mm; Besonderheit=verkürzter Vorbau; Profil=rund; Abstufung=1 mm; Art der Riffelung=Quer- und Längsrillen; Baureihe=RD
